"Date","Depth","TNinf_interp"
2015-03-16,0.1,133
2015-03-16,1,133
2015-03-16,1.6,133
2015-03-16,2.8,133
2015-03-16,3.8,133
2015-03-16,5,133
2015-03-16,5.2,133
2015-03-16,5.5,133
2015-03-16,5.8,133
2015-03-16,6,133
2015-03-16,6.2,133
2015-03-16,8,133
2015-03-16,9,133
2015-03-16,9.3,133
2015-03-31,0.1,156
2015-03-31,1,156
2015-03-31,1.6,156
2015-03-31,2.8,156
2015-03-31,3.8,156
2015-03-31,5,156
2015-03-31,5.2,156
2015-03-31,5.5,156
2015-03-31,5.8,156
2015-03-31,6,156
2015-03-31,6.2,156
2015-03-31,8,156
2015-03-31,9,156
2015-03-31,9.3,156
2015-04-07,0.1,187
2015-04-07,1,187
2015-04-07,1.6,187
2015-04-07,2.8,187
2015-04-07,3.8,187
2015-04-07,5,187
2015-04-07,5.2,187
2015-04-07,5.5,187
2015-04-07,5.8,187
2015-04-07,6,187
2015-04-07,6.2,187
2015-04-07,8,187
2015-04-07,9,187
2015-04-07,9.3,187
2015-04-13,0.1,185
2015-04-13,1,185
2015-04-13,1.6,185
2015-04-13,2.8,185
2015-04-13,3.8,185
2015-04-13,5,185
2015-04-13,5.2,185
2015-04-13,5.5,185
2015-04-13,5.8,185
2015-04-13,6,185
2015-04-13,6.2,185
2015-04-13,8,185
2015-04-13,9,185
2015-04-13,9.3,185
2015-04-16,0.1,184
2015-04-16,1,184
2015-04-16,1.6,184
2015-04-16,2.8,184
2015-04-16,3.8,184
2015-04-16,5,184
2015-04-16,5.2,184
2015-04-16,5.5,184
2015-04-16,5.8,184
2015-04-16,6,184
2015-04-16,6.2,184
2015-04-16,8,184
2015-04-16,9,184
2015-04-16,9.3,184
2015-04-19,0.1,183
2015-04-19,1,183
2015-04-19,1.6,183
2015-04-19,2.8,183
2015-04-19,3.8,183
2015-04-19,5,183
2015-04-19,5.2,183
2015-04-19,5.5,183
2015-04-19,5.8,183
2015-04-19,6,183
2015-04-19,6.2,183
2015-04-19,8,183
2015-04-19,9,183
2015-04-19,9.3,183
2015-04-21,0.1,182
2015-04-21,1,182
2015-04-21,1.6,182
2015-04-21,2.8,182
2015-04-21,3.8,182
2015-04-21,5,182
2015-04-21,5.2,182
2015-04-21,5.5,182
2015-04-21,5.8,182
2015-04-21,6,182
2015-04-21,6.2,182
2015-04-21,8,182
2015-04-21,9,182
2015-04-21,9.3,182
2015-04-25,0.1,174.5
2015-04-25,1,174.5
2015-04-25,1.6,174.5
2015-04-25,2.8,174.5
2015-04-25,3.8,174.5
2015-04-25,5,174.5
2015-04-25,5.2,174.5
2015-04-25,5.5,174.5
2015-04-25,5.8,174.5
2015-04-25,6,174.5
2015-04-25,6.2,174.5
2015-04-25,8,174.5
2015-04-25,9,174.5
2015-04-25,9.3,174.5
2015-04-28,0.1,167
2015-04-28,1,167
2015-04-28,1.6,167
2015-04-28,2.8,167
2015-04-28,3.8,167
2015-04-28,5,167
2015-04-28,5.2,167
2015-04-28,5.5,167
2015-04-28,5.8,167
2015-04-28,6,167
2015-04-28,6.2,167
2015-04-28,8,167
2015-04-28,9,167
2015-04-28,9.3,167
2015-05-01,0.1,165.5
2015-05-01,1,165.5
2015-05-01,1.6,165.5
2015-05-01,2.8,165.5
2015-05-01,3.8,165.5
2015-05-01,5,165.5
2015-05-01,5.2,165.5
2015-05-01,5.5,165.5
2015-05-01,5.8,165.5
2015-05-01,6,165.5
2015-05-01,6.2,165.5
2015-05-01,8,165.5
2015-05-01,9,165.5
2015-05-01,9.3,165.5
2015-05-05,0.1,164
2015-05-05,1,164
2015-05-05,1.6,164
2015-05-05,2.8,164
2015-05-05,3.8,164
2015-05-05,5,164
2015-05-05,5.2,164
2015-05-05,5.5,164
2015-05-05,5.8,164
2015-05-05,6,164
2015-05-05,6.2,164
2015-05-05,8,164
2015-05-05,9,164
2015-05-05,9.3,164
2015-05-07,0.1,166.5
2015-05-07,1,166.5
2015-05-07,1.6,166.5
2015-05-07,2.8,166.5
2015-05-07,3.8,166.5
2015-05-07,5,166.5
2015-05-07,5.2,166.5
2015-05-07,5.5,166.5
2015-05-07,5.8,166.5
2015-05-07,6,166.5
2015-05-07,6.2,166.5
2015-05-07,8,166.5
2015-05-07,9,166.5
2015-05-07,9.3,166.5
2015-05-11,0.1,169
2015-05-11,1,169
2015-05-11,1.6,169
2015-05-11,2.8,169
2015-05-11,3.8,169
2015-05-11,5,169
2015-05-11,5.2,169
2015-05-11,5.5,169
2015-05-11,5.8,169
2015-05-11,6,169
2015-05-11,6.2,169
2015-05-11,8,169
2015-05-11,9,169
2015-05-11,9.3,169
2015-05-14,0.1,171.5
2015-05-14,1,171.5
2015-05-14,1.6,171.5
2015-05-14,2.8,171.5
2015-05-14,3.8,171.5
2015-05-14,5,171.5
2015-05-14,5.2,171.5
2015-05-14,5.5,171.5
2015-05-14,5.8,171.5
2015-05-14,6,171.5
2015-05-14,6.2,171.5
2015-05-14,8,171.5
2015-05-14,9,171.5
2015-05-14,9.3,171.5
2015-05-18,0.1,174
2015-05-18,1,174
2015-05-18,1.6,174
2015-05-18,2.8,174
2015-05-18,3.8,174
2015-05-18,5,174
2015-05-18,5.2,174
2015-05-18,5.5,174
2015-05-18,5.8,174
2015-05-18,6,174
2015-05-18,6.2,174
2015-05-18,8,174
2015-05-18,9,174
2015-05-18,9.3,174
2015-05-21,0.1,172.5
2015-05-21,1,172.5
2015-05-21,1.6,172.5
2015-05-21,2.8,172.5
2015-05-21,3.8,172.5
2015-05-21,5,172.5
2015-05-21,5.2,172.5
2015-05-21,5.5,172.5
2015-05-21,5.8,172.5
2015-05-21,6,172.5
2015-05-21,6.2,172.5
2015-05-21,8,172.5
2015-05-21,9,172.5
2015-05-21,9.3,172.5
2015-05-25,0.1,171
2015-05-25,1,171
2015-05-25,1.6,171
2015-05-25,2.8,171
2015-05-25,3.8,171
2015-05-25,5,171
2015-05-25,5.2,171
2015-05-25,5.5,171
2015-05-25,5.8,171
2015-05-25,6,171
2015-05-25,6.2,171
2015-05-25,8,171
2015-05-25,9,171
2015-05-25,9.3,171
2015-05-28,0.1,173.5
2015-05-28,1,173.5
2015-05-28,1.6,173.5
2015-05-28,2.8,173.5
2015-05-28,3.8,173.5
2015-05-28,5,173.5
2015-05-28,5.2,173.5
2015-05-28,5.5,173.5
2015-05-28,5.8,173.5
2015-05-28,6,173.5
2015-05-28,6.2,173.5
2015-05-28,8,173.5
2015-05-28,9,173.5
2015-05-28,9.3,173.5
2015-06-08,0.1,176
2015-06-08,1,176
2015-06-08,1.6,176
2015-06-08,2.8,176
2015-06-08,3.8,176
2015-06-08,5,176
2015-06-08,5.2,176
2015-06-08,5.5,176
2015-06-08,5.8,176
2015-06-08,6,176
2015-06-08,6.2,176
2015-06-08,8,176
2015-06-08,9,176
2015-06-08,9.3,176
2015-06-11,0.1,170.5
2015-06-11,1,170.5
2015-06-11,1.6,170.5
2015-06-11,2.8,170.5
2015-06-11,3.8,170.5
2015-06-11,5,170.5
2015-06-11,5.2,170.5
2015-06-11,5.5,170.5
2015-06-11,5.8,170.5
2015-06-11,6,170.5
2015-06-11,6.2,170.5
2015-06-11,8,170.5
2015-06-11,9,170.5
2015-06-11,9.3,170.5
2015-06-15,0.1,165
2015-06-15,1,165
2015-06-15,1.6,165
2015-06-15,2.8,165
2015-06-15,3.8,165
2015-06-15,5,165
2015-06-15,5.2,165
2015-06-15,5.5,165
2015-06-15,5.8,165
2015-06-15,6,165
2015-06-15,6.2,165
2015-06-15,8,165
2015-06-15,9,165
2015-06-15,9.3,165
2015-06-18,0.1,168.666666666667
2015-06-18,1,168.666666666667
2015-06-18,1.6,168.666666666667
2015-06-18,2.8,168.666666666667
2015-06-18,3.8,168.666666666667
2015-06-18,5,168.666666666667
2015-06-18,5.2,168.666666666667
2015-06-18,5.5,168.666666666667
2015-06-18,5.8,168.666666666667
2015-06-18,6,168.666666666667
2015-06-18,6.2,168.666666666667
2015-06-18,8,168.666666666667
2015-06-18,9,168.666666666667
2015-06-18,9.3,168.666666666667
2015-06-19,0.1,172.333333333333
2015-06-19,1,172.333333333333
2015-06-19,1.6,172.333333333333
2015-06-19,2.8,172.333333333333
2015-06-19,3.8,172.333333333333
2015-06-19,5,172.333333333333
2015-06-19,5.2,172.333333333333
2015-06-19,5.5,172.333333333333
2015-06-19,5.8,172.333333333333
2015-06-19,6,172.333333333333
2015-06-19,6.2,172.333333333333
2015-06-19,8,172.333333333333
2015-06-19,9,172.333333333333
2015-06-19,9.3,172.333333333333
2015-06-22,0.1,176
2015-06-22,1,176
2015-06-22,1.6,176
2015-06-22,2.8,176
2015-06-22,3.8,176
2015-06-22,5,176
2015-06-22,5.2,176
2015-06-22,5.5,176
2015-06-22,5.8,176
2015-06-22,6,176
2015-06-22,6.2,176
2015-06-22,8,176
2015-06-22,9,176
2015-06-22,9.3,176
2015-06-23,0.1,177.333333333333
2015-06-23,1,177.333333333333
2015-06-23,1.6,177.333333333333
2015-06-23,2.8,177.333333333333
2015-06-23,3.8,177.333333333333
2015-06-23,5,177.333333333333
2015-06-23,5.2,177.333333333333
2015-06-23,5.5,177.333333333333
2015-06-23,5.8,177.333333333333
2015-06-23,6,177.333333333333
2015-06-23,6.2,177.333333333333
2015-06-23,8,177.333333333333
2015-06-23,9,177.333333333333
2015-06-23,9.3,177.333333333333
2015-06-25,0.1,178.666666666667
2015-06-25,1,178.666666666667
2015-06-25,1.6,178.666666666667
2015-06-25,2.8,178.666666666667
2015-06-25,3.8,178.666666666667
2015-06-25,5,178.666666666667
2015-06-25,5.2,178.666666666667
2015-06-25,5.5,178.666666666667
2015-06-25,5.8,178.666666666667
2015-06-25,6,178.666666666667
2015-06-25,6.2,178.666666666667
2015-06-25,8,178.666666666667
2015-06-25,9,178.666666666667
2015-06-25,9.3,178.666666666667
2015-06-29,0.1,180
2015-06-29,1,180
2015-06-29,1.6,180
2015-06-29,2.8,180
2015-06-29,3.8,180
2015-06-29,5,180
2015-06-29,5.2,180
2015-06-29,5.5,180
2015-06-29,5.8,180
2015-06-29,6,180
2015-06-29,6.2,180
2015-06-29,8,180
2015-06-29,9,180
2015-06-29,9.3,180
2015-07-02,0.1,190
2015-07-02,1,190
2015-07-02,1.6,190
2015-07-02,2.8,190
2015-07-02,3.8,190
2015-07-02,5,190
2015-07-02,5.2,190
2015-07-02,5.5,190
2015-07-02,5.8,190
2015-07-02,6,190
2015-07-02,6.2,190
2015-07-02,8,190
2015-07-02,9,190
2015-07-02,9.3,190
2015-07-06,0.1,200
2015-07-06,1,200
2015-07-06,1.6,200
2015-07-06,2.8,200
2015-07-06,3.8,200
2015-07-06,5,200
2015-07-06,5.2,200
2015-07-06,5.5,200
2015-07-06,5.8,200
2015-07-06,6,200
2015-07-06,6.2,200
2015-07-06,8,200
2015-07-06,9,200
2015-07-06,9.3,200
2015-07-09,0.1,211.5
2015-07-09,1,211.5
2015-07-09,1.6,211.5
2015-07-09,2.8,211.5
2015-07-09,3.8,211.5
2015-07-09,5,211.5
2015-07-09,5.2,211.5
2015-07-09,5.5,211.5
2015-07-09,5.8,211.5
2015-07-09,6,211.5
2015-07-09,6.2,211.5
2015-07-09,8,211.5
2015-07-09,9,211.5
2015-07-09,9.3,211.5
2015-07-13,0.1,223
2015-07-13,1,223
2015-07-13,1.6,223
2015-07-13,2.8,223
2015-07-13,3.8,223
2015-07-13,5,223
2015-07-13,5.2,223
2015-07-13,5.5,223
2015-07-13,5.8,223
2015-07-13,6,223
2015-07-13,6.2,223
2015-07-13,8,223
2015-07-13,9,223
2015-07-13,9.3,223
2015-07-16,0.1,207.5
2015-07-16,1,207.5
2015-07-16,1.6,207.5
2015-07-16,2.8,207.5
2015-07-16,3.8,207.5
2015-07-16,5,207.5
2015-07-16,5.2,207.5
2015-07-16,5.5,207.5
2015-07-16,5.8,207.5
2015-07-16,6,207.5
2015-07-16,6.2,207.5
2015-07-16,8,207.5
2015-07-16,9,207.5
2015-07-16,9.3,207.5
2015-07-20,0.1,192
2015-07-20,1,192
2015-07-20,1.6,192
2015-07-20,2.8,192
2015-07-20,3.8,192
2015-07-20,5,192
2015-07-20,5.2,192
2015-07-20,5.5,192
2015-07-20,5.8,192
2015-07-20,6,192
2015-07-20,6.2,192
2015-07-20,8,192
2015-07-20,9,192
2015-07-20,9.3,192
2015-07-23,0.1,248.5
2015-07-23,1,248.5
2015-07-23,1.6,248.5
2015-07-23,2.8,248.5
2015-07-23,3.8,248.5
2015-07-23,5,248.5
2015-07-23,5.2,248.5
2015-07-23,5.5,248.5
2015-07-23,5.8,248.5
2015-07-23,6,248.5
2015-07-23,6.2,248.5
2015-07-23,8,248.5
2015-07-23,9,248.5
2015-07-23,9.3,248.5
2015-07-27,0.1,305
2015-07-27,1,305
2015-07-27,1.6,305
2015-07-27,2.8,305
2015-07-27,3.8,305
2015-07-27,5,305
2015-07-27,5.2,305
2015-07-27,5.5,305
2015-07-27,5.8,305
2015-07-27,6,305
2015-07-27,6.2,305
2015-07-27,8,305
2015-07-27,9,305
2015-07-27,9.3,305
2015-07-30,0.1,262
2015-07-30,1,262
2015-07-30,1.6,262
2015-07-30,2.8,262
2015-07-30,3.8,262
2015-07-30,5,262
2015-07-30,5.2,262
2015-07-30,5.5,262
2015-07-30,5.8,262
2015-07-30,6,262
2015-07-30,6.2,262
2015-07-30,8,262
2015-07-30,9,262
2015-07-30,9.3,262
2015-08-03,0.1,219
2015-08-03,1,219
2015-08-03,1.6,219
2015-08-03,2.8,219
2015-08-03,3.8,219
2015-08-03,5,219
2015-08-03,5.2,219
2015-08-03,5.5,219
2015-08-03,5.8,219
2015-08-03,6,219
2015-08-03,6.2,219
2015-08-03,8,219
2015-08-03,9,219
2015-08-03,9.3,219
2015-08-08,0.1,216.566666666667
2015-08-08,1,216.566666666667
2015-08-08,1.6,216.566666666667
2015-08-08,2.8,216.566666666667
2015-08-08,3.8,216.566666666667
2015-08-08,5,216.566666666667
2015-08-08,5.2,216.566666666667
2015-08-08,5.5,216.566666666667
2015-08-08,5.8,216.566666666667
2015-08-08,6,216.566666666667
2015-08-08,6.2,216.566666666667
2015-08-08,8,216.566666666667
2015-08-08,9,216.566666666667
2015-08-08,9.3,216.566666666667
2015-08-15,0.1,214.133333333333
2015-08-15,1,214.133333333333
2015-08-15,1.6,214.133333333333
2015-08-15,2.8,214.133333333333
2015-08-15,3.8,214.133333333333
2015-08-15,5,214.133333333333
2015-08-15,5.2,214.133333333333
2015-08-15,5.5,214.133333333333
2015-08-15,5.8,214.133333333333
2015-08-15,6,214.133333333333
2015-08-15,6.2,214.133333333333
2015-08-15,8,214.133333333333
2015-08-15,9,214.133333333333
2015-08-15,9.3,214.133333333333
2015-08-22,0.1,211.7
2015-08-22,1,211.7
2015-08-22,1.6,211.7
2015-08-22,2.8,211.7
2015-08-22,3.8,211.7
2015-08-22,5,211.7
2015-08-22,5.2,211.7
2015-08-22,5.5,211.7
2015-08-22,5.8,211.7
2015-08-22,6,211.7
2015-08-22,6.2,211.7
2015-08-22,8,211.7
2015-08-22,9,211.7
2015-08-22,9.3,211.7
2015-08-31,0.1,209.266666666667
2015-08-31,1,209.266666666667
2015-08-31,1.6,209.266666666667
2015-08-31,2.8,209.266666666667
2015-08-31,3.8,209.266666666667
2015-08-31,5,209.266666666667
2015-08-31,5.2,209.266666666667
2015-08-31,5.5,209.266666666667
2015-08-31,5.8,209.266666666667
2015-08-31,6,209.266666666667
2015-08-31,6.2,209.266666666667
2015-08-31,8,209.266666666667
2015-08-31,9,209.266666666667
2015-08-31,9.3,209.266666666667
2015-09-04,0.1,206.833333333333
2015-09-04,1,206.833333333333
2015-09-04,1.6,206.833333333333
2015-09-04,2.8,206.833333333333
2015-09-04,3.8,206.833333333333
2015-09-04,5,206.833333333333
2015-09-04,5.2,206.833333333333
2015-09-04,5.5,206.833333333333
2015-09-04,5.8,206.833333333333
2015-09-04,6,206.833333333333
2015-09-04,6.2,206.833333333333
2015-09-04,8,206.833333333333
2015-09-04,9,206.833333333333
2015-09-04,9.3,206.833333333333
2015-09-07,0.1,204.4
2015-09-07,1,204.4
2015-09-07,1.6,204.4
2015-09-07,2.8,204.4
2015-09-07,3.8,204.4
2015-09-07,5,204.4
2015-09-07,5.2,204.4
2015-09-07,5.5,204.4
2015-09-07,5.8,204.4
2015-09-07,6,204.4
2015-09-07,6.2,204.4
2015-09-07,8,204.4
2015-09-07,9,204.4
2015-09-07,9.3,204.4
2015-09-14,0.1,181.2
2015-09-14,1,181.2
2015-09-14,1.6,181.2
2015-09-14,2.8,181.2
2015-09-14,3.8,181.2
2015-09-14,5,181.2
2015-09-14,5.2,181.2
2015-09-14,5.5,181.2
2015-09-14,5.8,181.2
2015-09-14,6,181.2
2015-09-14,6.2,181.2
2015-09-14,8,181.2
2015-09-14,9,181.2
2015-09-14,9.3,181.2
2015-09-18,0.1,321.15
2015-09-18,1,321.15
2015-09-18,1.6,321.15
2015-09-18,2.8,321.15
2015-09-18,3.8,321.15
2015-09-18,5,321.15
2015-09-18,5.2,321.15
2015-09-18,5.5,321.15
2015-09-18,5.8,321.15
2015-09-18,6,321.15
2015-09-18,6.2,321.15
2015-09-18,8,321.15
2015-09-18,9,321.15
2015-09-18,9.3,321.15
2015-09-21,0.1,461.1
2015-09-21,1,461.1
2015-09-21,1.6,461.1
2015-09-21,2.8,461.1
2015-09-21,3.8,461.1
2015-09-21,5,461.1
2015-09-21,5.2,461.1
2015-09-21,5.5,461.1
2015-09-21,5.8,461.1
2015-09-21,6,461.1
2015-09-21,6.2,461.1
2015-09-21,8,461.1
2015-09-21,9,461.1
2015-09-21,9.3,461.1
2015-09-28,0.1,148.5
2015-09-28,1,148.5
2015-09-28,1.6,148.5
2015-09-28,2.8,148.5
2015-09-28,3.8,148.5
2015-09-28,5,148.5
2015-09-28,5.2,148.5
2015-09-28,5.5,148.5
2015-09-28,5.8,148.5
2015-09-28,6,148.5
2015-09-28,6.2,148.5
2015-09-28,8,148.5
2015-09-28,9,148.5
2015-09-28,9.3,148.5
2015-10-02,0.1,164.25
2015-10-02,1,164.25
2015-10-02,1.6,164.25
2015-10-02,2.8,164.25
2015-10-02,3.8,164.25
2015-10-02,5,164.25
2015-10-02,5.2,164.25
2015-10-02,5.5,164.25
2015-10-02,5.8,164.25
2015-10-02,6,164.25
2015-10-02,6.2,164.25
2015-10-02,8,164.25
2015-10-02,9,164.25
2015-10-02,9.3,164.25
2015-10-05,0.1,180
2015-10-05,1,180
2015-10-05,1.6,180
2015-10-05,2.8,180
2015-10-05,3.8,180
2015-10-05,5,180
2015-10-05,5.2,180
2015-10-05,5.5,180
2015-10-05,5.8,180
2015-10-05,6,180
2015-10-05,6.2,180
2015-10-05,8,180
2015-10-05,9,180
2015-10-05,9.3,180
2015-10-12,0.1,166
2015-10-12,1,166
2015-10-12,1.6,166
2015-10-12,2.8,166
2015-10-12,3.8,166
2015-10-12,5,166
2015-10-12,5.2,166
2015-10-12,5.5,166
2015-10-12,5.8,166
2015-10-12,6,166
2015-10-12,6.2,166
2015-10-12,8,166
2015-10-12,9,166
2015-10-12,9.3,166
2015-10-19,0.1,152
2015-10-19,1,152
2015-10-19,1.6,152
2015-10-19,2.8,152
2015-10-19,3.8,152
2015-10-19,5,152
2015-10-19,5.2,152
2015-10-19,5.5,152
2015-10-19,5.8,152
2015-10-19,6,152
2015-10-19,6.2,152
2015-10-19,8,152
2015-10-19,9,152
2015-10-19,9.3,152
2015-10-23,0.1,155.666666666667
2015-10-23,1,155.666666666667
2015-10-23,1.6,155.666666666667
2015-10-23,2.8,155.666666666667
2015-10-23,3.8,155.666666666667
2015-10-23,5,155.666666666667
2015-10-23,5.2,155.666666666667
2015-10-23,5.5,155.666666666667
2015-10-23,5.8,155.666666666667
2015-10-23,6,155.666666666667
2015-10-23,6.2,155.666666666667
2015-10-23,8,155.666666666667
2015-10-23,9,155.666666666667
2015-10-23,9.3,155.666666666667
