"Date","Depth","Chla_log","Chla_ARlag1_log","Temp_C","DO_mgL","SpCond_uScm","Turb_NTU_log","Kd","TP_log","TN_log","NH4_log","NO3NO2_log","SRP_log","DOC_log","TP_inf_log","TN_inf_log","NH4_inf_log","DOC_inf_log","NO3NO2_inf","SRP_inf","NH4NO3_SRP_inf","mean_flow","NO3NO2_load","SRP_load","TN_TP_log","NH4NO3NO2_SRP_log","TN_TP_inf_log","TN_load_log","TP_load_log","NH4_load_log","DOC_load_log","mean_wrt_log","flow_max_log","flow_min","flow_median","Temp_inf_mean","Temp_inf_max","Temp_inf_min","RelHum_max_log","AirTemp_max_log","AirTemp_mean_log","AirTemp_median_log","Rain_sum_log","WindSpeed_max_log","WindSpeed_mean_log","WindSpeed_median_log","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","week_julian","week_series","week_cum"
"2013-05-02",1,-1.18580550037049,NA,16.7174,9.00548,37.32666982,-0.00471107973011922,NA,4.25985900069967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57504238317042,2.94074725576509,2.70110929173647,2.69631432734566,-9.94430954705638,1.63253222442229,1.37225703656933,1.38774275544024,81.4064546679167,82.477547885,593.4249878,201.298415940542,17,1,1
"2013-05-09",1,0.0194103935198234,-1.18580550037049,14.4946,8.75546,36.69257048,0.951580652652603,NA,3.00568260440716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55410368714365,3.18883031241846,2.82013891654806,2.85503379662972,-8.09585473415178,1.54767338320751,1.32513996203206,1.28371572383672,73.17167387375,69.14033893,892.3590088,286.3748726875,18,2,2
"2013-05-15",1,0.418381333374711,0.0194103935198234,16.1917,8.72002,37.18843336,1.04436727381571,NA,3.19458313229916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160159025616304,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41372040791291,-4.06439835566302,0.0146359344793006,0.0158877345258808,15.6645161290323,16.31,15.13,4.41064223495872,3.34674110998084,2.97218657870143,2.9919750713513,-9.94430954705638,1.94437818705767,1.58763999070878,1.56405741883063,67.5216759920833,68.63285453,904.40802,291.419875065833,19,3,3
"2013-05-23",1,1.10233867040892,0.418381333374711,18.9733,9.13621,37.14779677,0.970854671864522,NA,3.17805383034795,NA,NA,NA,NA,NA,3.47506723022861,NA,NA,NA,NA,NA,NA,0.0196656945769741,NA,NA,NA,NA,NA,NA,-0.453812323026989,NA,NA,5.21530792241054,-3.53708813426524,0.0171733183958222,0.0193887113723248,15.6815625,16.44,15.13,4.57382748772176,3.28428882628641,3.09331280945141,3.05635660807627,-2.45761213337973,2.03869582003198,1.47135452408399,1.41257857546434,77.57988613875,74.572061665,811.5830078,241.759540874583,20,4,4
"2013-05-30",1,0.554861647755602,1.10233867040892,20.1045,9.67412,37.04578603,0.0283930745012178,NA,3.55248682920838,NA,NA,NA,NA,NA,3.59731226058845,NA,NA,NA,NA,NA,NA,0.0131619857274519,NA,NA,NA,NA,NA,NA,-0.733110212735681,NA,NA,5.61203032943593,-4.16906793437254,0.0110930403721045,0.01302105268443,16.7998958333333,18.44,15.44,4.40396180388727,3.40485868025429,3.18190081251624,3.17471523531148,-9.94430954705638,1.45705765831131,1.26050625976937,1.25449376508814,66.0353484508333,68.60403696,919.4299927,319.717458724583,21,5,5
"2013-06-04",1,1.02284653289373,0.554861647755602,22.9911,8.45173,37.79902314,0.121863587756841,NA,3.41279651750551,NA,NA,NA,NA,NA,3.58444443588455,NA,NA,NA,NA,NA,NA,0.013281937065762,NA,NA,NA,NA,NA,NA,-0.73690584630064,NA,NA,5.6028605256677,-4.2242755085159,0.0114703647093252,0.0134188559116226,16.4354166666667,17.5,15.38,4.40978845960478,3.2737437895421,3.04917444403387,3.03974930490377,-9.94430954705638,1.47829297145302,1.24129673195397,1.21807192707732,69.4187838479167,73.215766925,913.2249756,323.2667072575,22,6,6
"2013-06-13",1,0.970134770346266,1.02284653289373,21.2973,10.3166,36.6453658,0.842127373571264,NA,3.45473814859019,NA,NA,NA,NA,NA,3.55820113047182,NA,NA,NA,NA,NA,NA,0.0218824913718019,NA,NA,NA,NA,NA,NA,-0.263867312182664,NA,NA,5.11559450095046,-3.21791248121207,0.0189384961013892,0.0212244267122472,17.817037037037,19.06,16.81,4.48232682229104,3.42523953494485,3.22210410853187,3.20030453891601,-1.96389243761383,2.30575355610914,1.99230337842021,2.10153632893964,72.9866698420833,72.765924375,831.4520264,256.9517553625,23,7,7
"2013-06-20",1,0.875593729542051,0.970134770346266,22.0662,9.76655,37.90884195,0.27322811548163,NA,3.62434093297637,NA,NA,NA,NA,NA,3.6163087612791,NA,NA,NA,NA,NA,NA,0.0136732990922902,NA,NA,NA,NA,NA,NA,-0.676001557950655,NA,NA,5.57157513411563,-4.2242755085159,0.0122375191991045,0.0138206296719582,17.1284375,17.94,16.56,4.58499710129304,3.33005922283382,3.14039172991822,3.14069822849274,-9.94430954705638,1.47445656810891,1.16165846045195,1.08255874464837,78.88486586375,78.7785067,812.4630127,283.539333505417,24,8,8
"2013-06-27",1,0.226099179139842,0.875593729542051,24.645,11.60754,38.95105865,0.490480049100561,NA,3.41114771251532,NA,1.6094379124341,2.23001440015921,1.38629436111989,NA,3.72328088083127,NA,0,NA,91,15,6.06666666666667,0.0127112243441406,1.15672141531679,0.190668365162109,NA,1.25276296849537,NA,NA,-0.641988988388188,-4.71053070164592,NA,5.64586123015107,-4.25266044696013,0.0110930403721039,0.0126272600237991,18.0690625,18.69,17.5,4.50166505958616,3.36418852731799,3.20518270809708,3.20862300447568,-4.54479029999938,1.92599213386221,1.47997288347786,1.33702209032448,74.94378134875,76.030082985,736.9609985,254.584375705833,25,9,9
"2013-07-03",1,1.58835726882286,0.226099179139842,23.3826,9.6647,38.02091503,0.8706236856907,NA,3.87120101090789,NA,3.2188758248682,2.58776403522771,1.38629436111989,NA,4.23265617801961,NA,2.56494935746154,NA,30,11,3.81818181818182,0.0816473345356487,2.44942003606946,0.898120679892136,NA,2.2512917986065,NA,NA,1.72731007291985,-0.0112955406702557,NA,3.90427414840536,-1.66235168849297,0.0483609319391689,0.0668457686987056,17.1885416666667,17.94,16.88,4.60517018598809,3.20274768358795,3.05696486001266,3.03302749953067,0.15674934978631,1.13140208084594,0.802189051718267,0.836641404299854,92.6448897233333,94.103428655,551.4790039,185.628751110833,26,10,10
"2013-07-11",1,2.1219381332794,1.58835726882286,22.9678,6.41619,35.21383782,2.32009096712371,NA,4.77744140692854,NA,1.09861228866811,1.45861502269952,3.09104245335832,NA,3.8877303128591,NA,2.484906649788,NA,31,10,4.2,0.0747558500953102,2.31743135295462,0.747558500953102,NA,-1.145132304303,NA,NA,1.29420250523006,-0.184747275213362,NA,3.97666561147418,-2.0764015835141,0.044134314983274,0.0676108175379501,17.1228125,17.56,16.75,4.56560174450432,3.42230662359298,3.25552928955993,3.24843557526464,-2.09510269991021,1.12627705628678,0.691943756381288,0.664919835513243,77.23770819625,77.142957475,676.9619751,243.949708784583,27,11,11
"2013-07-18",1,1.59241382142831,2.1219381332794,24.09,6.94825,37.83681264,1.65668402803097,NA,3.60141342833266,NA,1.50407739677627,1.56861591791385,2.63905732961526,NA,3.76738251567892,NA,3.09104245335832,NA,129,11,13.6363636363636,0.0250351390066214,3.22953293185415,0.275386529072835,NA,-0.441832752279039,NA,NA,0.0799076349546429,-0.62597852288015,NA,4.9669869471058,-3.60996530460566,0.0221628338211657,0.025057933003273,18.5863541666667,19.5,17.94,4.44603044530114,3.50885609683524,3.36208112334328,3.36591558858105,-9.94430954705638,1.23390141623771,0.773409681577156,0.721037996854979,69.9011176995833,72.57304833,835.1530151,272.598583383333,28,12,12
"2013-07-25",1,1.25592937869468,1.59241382142831,25.5099,6.23613,37.40681665,0.995951828281835,NA,4.25844557290253,NA,1.79175946922805,1.66770682055808,1.79175946922805,NA,4.09100566095659,NA,2.63905732961526,NA,58,12,5.91666666666667,0.0170936830420883,0.991433616441122,0.20512419650506,NA,0.606135803570314,NA,NA,0.0219593644899924,-1.46439481149257,NA,5.34880235150544,-3.96655859768252,0.0154666693585706,0.0171733183958222,17.8819791666667,18.56,17.19,4.52418793237947,3.36176297365109,3.16973850420692,3.12938975307298,-3.93586497991372,1.3388813754297,0.963795399019239,1.11852064223782,71.4287614375,72.246330965,884.1589966,283.410878019167,29,13,13
"2013-08-01",1,1.15246896145882,1.25592937869468,23.2441,7.09553,37.68313014,0.426835133844357,NA,3.93182563272433,NA,4.0943445622221,-1.20397280432594,1.38629436111989,NA,4.3732381286408,NA,2.07944154167984,NA,56,13,4.84615384615385,0.0148626738978324,0.832309738278617,0.193214760671822,NA,2.70805020110221,NA,NA,0.164335812050003,-2.18002488811516,NA,5.49138662014269,-4.03933365173772,0.0122375191991045,0.0150493911148339,17.3035416666667,18.44,16.5,4.5409945903451,3.34356831190461,3.1410405356986,3.12280538297788,-1.81307300961877,1.34372303271944,0.987247434444153,0.982931144925928,77.9518457216667,76.294312695,735.0050049,249.102454660833,30,14,14
"2013-08-12",1,0.072506690786748,1.15246896145882,27.0277,5.27356,38.28634641,0.633874769094874,NA,3.03013370027132,NA,1.09861228866811,0.832909122935104,1.38629436111989,NA,3.60004824040732,NA,2.07944154167984,NA,59.14285714,15.14285714,4.36792452893734,0.0139445474240279,0.824720376181239,0.21116028952401,NA,0.22314355131421,NA,NA,-0.672618472376416,-2.23856077933665,NA,5.56044174724944,-4.14220788091504,0.0110930403721039,0.014226335107487,19.0270833333333,19.94,18.38,4.58646235547915,3.44457645574604,3.23764861204469,3.24395874820425,-3.41752190458202,1.40611200325433,0.946789775736385,0.986753691877939,75.7985593745833,76.30922393,864.3889771,284.343541269292,31,15,15
"2013-08-12",1,0.072506690786748,0.976143291021012,27.0277,5.27356,38.28634641,0.633874769094874,NA,3.03013370027132,NA,1.09861228866811,0.832909122935104,1.38629436111989,NA,3.60004824040732,NA,2.07944154167984,NA,59.14285714,15.14285714,4.36792452893734,0.0139445474240279,0.824720376181239,0.21116028952401,NA,0.22314355131421,NA,NA,-0.672618472376416,-2.23856077933665,NA,5.56044174724944,-4.14220788091504,0.0110930403721039,0.014226335107487,19.0270833333333,19.94,18.38,4.58646235547915,3.44457645574604,3.23764861204469,3.24395874820425,-3.41752190458202,1.40611200325433,0.946789775736385,0.986753691877939,75.7985593745833,76.30922393,864.3889771,284.343541269292,31,15,15
"2013-08-18",1,0.445027642961956,0.072506690786748,25.93053333,6.239863333,38.6968366,0.400943791007633,NA,3.04452243772342,NA,1.79175946922805,1.08743898818234,1.4663370687165,NA,3.61899332664977,NA,2.07944154167984,NA,52.28571429,14.28571429,4.149999999055,0.019876396639082,1.03925159578576,0.283948523500641,NA,0.69314718067533,NA,NA,-0.299229023112095,-1.90963276776138,NA,5.25649211312476,-3.35321167711068,0.014226335107487,0.0173912603821465,16.0686458333333,16.38,15.81,4.60517018598809,3.0842009215416,2.95664524186494,2.9486420415433,-2.85510809431625,1.34189243477312,0.863505114948078,0.759905292130037,96.3179352791667,96.508595015,313.4570007,90.912541621375,32,16,16
"2013-08-23",1,0.715821497761748,0.445027642961956,24.83336667,7.206166667,39.10732679,0.0967334092599069,NA,2.77881927199042,NA,2.19722457733622,1.29015050047525,1.54044504101858,NA,3.63758615972639,NA,2.07944154167984,NA,45.42857143,13.42857143,3.90425531883997,0.0101779850331711,0.462371320092883,0.136675799031409,NA,0.971860582930511,NA,NA,-0.949942061598044,-2.52265966803475,NA,5.87064120211262,-4.28159289931014,0.00857307141360553,0.00998664707111392,18.065,18.88,17.38,4.48907876489468,3.2461016686539,3.14456560557929,3.15059698411491,-3.56520447675279,1.17090291785878,1.00424289218002,1.06896281202577,79.2641425454167,80.63503467,497.5960083,165.465293727083,33,17,17
"2013-08-28",1,0.928693498591198,0.715821497761748,23.7362,8.17247,39.51781699,-0.342631163936797,NA,2.83907846350861,NA,2.484906649788,1.45861502269952,1.6094379124341,NA,3.65583960003574,NA,2.07944154167984,NA,38.57142857,12.57142857,3.6250000002983,0.00949447180293456,0.366215340956769,0.119359074080471,NA,1.16315080980568,NA,NA,-1.00120596519901,-2.58413530219711,NA,5.94620894175109,-4.22427550851594,0.00789371076278085,0.00927087523964406,18.3145833333333,18.75,18,4.50318620319955,3.3357695763397,3.17370432969137,3.16505286346405,-3.22047708119511,1.60542989485182,1.40653426036412,1.42021826140001,81.87332128875,81.976878155,443.4899902,142.563081065,34,18,18
"2013-09-06",1,0.907034693412235,0.928693498591198,22.59956667,8.04832,40.09128862,-0.334773679985631,NA,3.11794990627824,NA,2.33537491549446,1.29015050047525,1.4663370687165,NA,3.67376581630389,NA,2.07944154167984,NA,31.71428571,11.71428571,3.30487804962374,0.00622312402143811,0.197361933224652,0.0728994527958902,NA,1.1486227090514,NA,NA,-1.40571742776411,-2.94576436224742,NA,6.36818225429962,-4.8847378222106,0.00479334413034044,0.00627949197825056,17.1275,17.94,16.19,4.38783345192966,3.24921154581276,3.04650503403623,3.01357192203592,-9.94430954705638,1.39700692961394,1.13243796047286,1.18580600681036,68.3904118916667,71.89384174,652.5369873,204.592458989625,35,19,19
"2013-09-13",1,0.884896379236246,0.907034693412235,21.46293333,7.92417,40.66476025,-0.326977455059423,NA,3.15912582046243,NA,2.15948424939183,1.08743898818234,1.29928298422117,NA,3.69137633431252,NA,2.07944154167984,NA,24.85714286,10.85714286,2.93421052580679,0.0211107228021231,0.524752252570234,0.22920213334051,NA,1.12846525178571,NA,NA,-0.166597843598153,-1.85294324229567,NA,5.13765279026417,-3.70634188630523,0.0189384961013892,0.0212244267122472,19.1359375,20.13,17.56,4.51352743432049,3.22803516574354,3.01217978755,2.98644058192788,-9.94430954705638,2.110672126539,1.62174491394172,1.41507075954785,67.5525143066667,65.439954255,795.9719849,236.597081820833,36,20,20
"2013-09-18",1,0.862256843381669,0.884896379236246,20.3263,7.80002,41.23823187,-0.319241541359547,NA,3.19867311755068,NA,1.94591014905531,0.832909122935104,1.09861228866811,NA,3.70868208141012,NA,2.07944154167984,NA,18,10,2.5,0.0197627379087984,0.355729282358371,0.197627379087984,NA,1.09861228866811,NA,NA,-0.215274956713021,-1.91501810245378,NA,5.20324530612527,-3.8093385452625,0.0176092023684709,0.0198424387431003,15.810625,16.63,14.81,4.4636871520642,3.07454384861776,2.76634593172023,2.85647301253838,-9.94430954705638,1.26786722416855,0.871488202557768,0.849428350851252,72.3809185479167,75.204335355,571.0159912,174.008082070417,37,21,21
"2013-09-25",1,1.18695888496668,0.862256843381669,19.4865,8.15221,40.98831984,0.323025084723777,NA,2.56494935746154,NA,2.07944154167984,1.45861502269952,1.38629436111989,NA,3.84374416467485,NA,2.11021320034659,NA,14.5,9.75,2.23076923076923,0.0199446608690428,0.28919758260112,0.194460443473167,NA,1.09861228866811,NA,NA,-0.0710496324014283,-1.87341132743651,NA,5.19452703994928,-3.76728748026326,0.0180487129788194,0.0198424387431003,16.4639583333333,17.06,15.75,4.44316402041619,3.16420873277806,2.96752574702328,2.96449975992865,-5.20155369811573,0.927030588989224,0.308535537895919,0.251923925999429,69.7730600983333,69.505007545,654.2999878,162.926374555417,38,22,22
"2013-10-04",1,1.41058038691871,1.18695888496668,18.8512,8.305343333,41.05095453,0.434095756123211,NA,2.64380793261082,NA,2.15948424939183,1.60274892435042,1.4663370687165,NA,NA,NA,2.14006616349627,NA,11,9.5,1.94736842105263,0.0179059326728252,0.196965259401077,0.170106360391839,NA,1.12393009677932,NA,NA,NA,-1.94285336047426,NA,5.30312709360313,-3.91993226416035,0.0158877345258808,0.0180487129788187,17.9701041666667,19.13,17.13,4.47093013684012,3.33363214918493,3.12533422789221,3.11551295991024,-9.94430954705638,1.21434449391979,0.890004328645215,0.927837916384534,68.5953100933333,67.94307202,608.8729858,173.269041379167,39,23,23
"2013-10-11",1,1.59322045081231,1.41058038691871,18.2159,8.458476667,41.11358923,0.53405374968979,NA,2.71689981615893,NA,2.23359222147138,1.72870133320175,1.54044504101858,NA,NA,NA,2.16905370036952,NA,7.5,9.25,1.64864864864865,0.019571843381382,0.146788825360365,0.181039551277784,NA,1.14513230418612,NA,NA,NA,-1.82832935301245,NA,5.21383027943086,-3.70634188630523,0.0171733183958222,0.0193887113723248,15.8492708333333,16.69,15.06,4.58673590571397,3.06572635259868,2.81023139745128,2.80548104434583,-9.94430954705638,1.31369476141564,1.06009595787487,1.04411800059742,86.8392380954167,91.0214364,354.2449951,88.0824995045833,40,24,24
"2013-10-16",1,1.74759857344229,1.59322045081231,17.5806,8.61161,41.17622393,0.624921871564379,NA,2.78501124223834,NA,2.30258509299405,1.84054963339749,1.6094379124341,NA,NA,NA,2.19722457733622,NA,4,9,1.33333333333333,0.0173979368802731,0.0695917475210926,0.156581431922458,NA,1.16315080980568,NA,NA,NA,-1.90930394180812,NA,5.33300186710897,-3.8971515735934,0.0150493911148346,0.0171733183958222,15.4340625,16.31,14.63,4.57721184501688,3.14630486966774,2.88696347246498,2.92073939313826,-8.04969269238862,1.08710872769733,0.395856743145771,0.301883141375601,75.3528904641667,74.20707344,540.5150146,142.5655037575,41,25,25
"2013-10-23",1,1.65725617588958,1.74759857344229,15.1606,8.43223,41.52722854,0.964471186398908,NA,2.77050321595753,NA,1.79175946922805,1.45861502269952,1.6094379124341,NA,NA,NA,2.30258509299405,NA,4,9,1.44444444444444,0.0179711984780757,0.0718847939123028,0.161740786302681,NA,0.693147180559945,NA,NA,NA,-1.76760874214713,NA,5.30705447629847,-3.59141139006554,0.014226335107487,0.0176092023684717,12.3072916666667,13.19,10.38,4.55901325921893,2.54631795659644,2.28365788656043,2.3321435986336,-4.28552443833092,2.25854204038991,1.6861988858111,1.74408051322558,74.05133928125,73.14887521,407.5079956,106.761916644167,42,26,26
"2013-10-30",1,1.76539838217463,1.65725617588958,13.2477,9.09212,42.43840547,0.710937981568494,NA,2.75578160371154,NA,3.13549421592915,1.98787434815435,1.6094379124341,NA,NA,NA,2.70805020110221,NA,8,16,1.375,0.0165826301949148,0.132661041559318,0.265322083118636,NA,1.79175946922805,NA,NA,NA,-1.42230784039876,NA,5.38117848977276,-3.94306427029993,0.013820629671959,0.0163125528597479,13.1554166666667,14.06,12.44,4.5766846242219,2.9396907536381,2.73517895099925,2.73696229589168,-4.36949745369714,1.3178293833975,1.06201186059858,1.09783572371959,87.2054713591667,87.132150545,327.0270081,73.571625035,43,27,27
"2014-05-06",1,0.251147747723807,1.76539838217463,14.8694,9.54354,32.75347619,0.323025084723777,NA,2.71026995761879,5.08450514266271,2.2512917986065,0.832909122935104,1.04145387471051,NA,NA,NA,2.66258782679289,0.693147180559945,13,1.833333333,14.3636363644298,0.0943125068448838,1.22606258898349,0.172906262517516,2.37423518504392,1.40089316065869,NA,NA,NA,0.236257262272255,-1.66799428931749,3.63916605270417,-2.32412013974359,0.0894660807348132,0.094784671619937,14.0163541666667,15.75,12.75,4.52415721547843,3.22644694506876,2.88335686294292,2.91506387428045,-7.62683584156859,1.3905047507266,0.583559026202899,0.278612419208221,74.87603519875,76.659817645,724.9790039,252.896497607958,17,1,28
"2014-05-08",1,-0.19686682823599,0.251147747723807,16.9945,9.52568,32.56526556,-0.00471107973011922,NA,2.7408400239252,5.06575459331733,2.14006616349627,0.832909122935104,0.916290731874155,NA,NA,NA,2.39789527279837,0.693147180559945,13,1.5,15.3333333333333,0.0963211472178552,1.25217491383212,0.144481720826783,2.32491456939213,1.43508452528932,NA,NA,NA,-0.0281819342156026,-1.64692020644824,3.61803703086531,-2.30054049550855,0.093254642533544,0.0955527929721967,14.9563541666667,16.5,14,4.42709587370818,3.38540644787229,3.11754444219351,3.08854007410825,-9.94430954705638,1.46159150091556,1.32401092934476,1.37675253824972,61.75509103375,59.918502015,923.1259766,319.130625688333,18,2,29
"2014-05-14",1,0.122836909959062,-0.19686682823599,18.1739,10.14673,31.2229531,0.260362261796818,NA,2.72129542785223,5.15521652271506,1.79175946922805,0.676340062413056,0.847297860244347,NA,NA,NA,2.07944154167984,0.676340062413056,13.33333333,2,10.166666665,0.0941190859508727,1.25492114569791,0.188238171901745,2.43392109486282,1.18958406706017,NA,NA,NA,-0.403716235793081,-1.68685436428627,3.64108643629447,-2.32412013974359,0.0894660807348132,0.0940186196053601,15.92125,16.81,15.31,4.48779178845466,3.37553813590744,3.1929257223954,3.17930337996056,-4.71400339112489,1.94280361118789,1.42393115284335,1.40997802171861,70.1409466925,70.252272625,879.2930298,270.103998657083,19,3,30
"2014-05-26",1,0.637898706329467,0.122836909959062,19.9368,9.10228,31.75742844,0.106879361627096,NA,2.57413778351594,5.02388052084628,1.79175946922805,1.45861502269952,1.38629436111989,NA,NA,NA,2.19722457733622,0.641853886172395,16,4,6,0.0954304705627502,1.526887529004,0.381721882251001,2.44974273733033,0.916290731874155,NA,NA,NA,-0.258196069621212,-1.70750346741977,3.62730882634434,-2.30835926397989,0.091732935868125,0.0951687322960668,17.61875,18.56,16.81,4.31315971284423,3.3826941172283,3.13806396330914,3.12807661012492,-9.94430954705638,1.69017922285867,1.20612608628695,1.23440660592542,61.0878390225,61.42097617,927.1270142,325.880960304167,20,4,31
"2014-06-02",1,1.34970817455185,0.637898706329467,19.962,9.39937,31.3201439,0.207258042083986,NA,2.54553127160444,5.18178355029209,2.56494935746154,1.45861502269952,1.79175946922805,NA,NA,NA,2.56494935746154,0.741937344729377,25,5,7.4,0.0994863108708914,2.48715777177229,0.497431554354457,2.63625227868765,1.04145387482816,NA,NA,NA,0.18468187775246,-1.56579787874012,3.58563637906265,-2.26966671235727,0.094784671619937,0.0994242467499543,18.2266666666667,19.13,17.38,4.38397339038972,3.3181783797993,3.01383837817362,3.02091200675015,-9.94430954705638,1.56143134200489,1.20872232626878,1.21949154002375,66.8620876958333,71.062819555,912.3759766,323.903457642083,21,5,32
"2014-06-04",1,0.575151622322238,1.34970817455185,21.3108,9.21243,31.60652213,-0.230797770251069,NA,2.66722820658195,5.21710731112249,2.46809953147162,1.3609765531356,2.484906649788,NA,NA,NA,2.62466859216316,0.703097511413113,34.6,7,6.77142857142857,0.102569440102488,3.54890262754608,0.717986080717415,2.54987910454054,0.249460859631581,NA,NA,NA,0.279061648114507,-1.57411773395147,3.55761797860333,-2.01070144041829,0.0963229781022364,0.100987122404191,19.0195833333333,19.5,18.69,4.50544446181022,3.3928289269496,3.19314796437943,3.18490540626952,-1.03246953811991,1.70381000054979,1.43675062266922,1.33618737936412,71.48061764875,74.336575625,844.7449951,267.8511230175,22,6,33
"2014-06-12",1,0.853861983599841,0.575151622322238,21.8129,8.8073,31.53301975,0.121863587756841,NA,2.91235066461494,5.10199830011023,2.60268968544438,1.19392246847243,3.51154543883102,NA,NA,NA,2.52572864430826,0.641853886172395,42.5,8,6.75,0.100151593014602,4.25644270312058,0.801212744116816,2.18964763549529,-0.708185057924485,NA,NA,NA,0.149060592715393,-1.65921642453783,3.57937106000798,-2.20243995272436,0.0924927460553685,0.10020466891002,20.2892708333333,20.94,19.63,4.59063386495042,3.23040915716269,3.1121999393981,3.10973048646307,-1.33595112929889,1.31930005794986,1.068450320938,1.12093858715894,85.8644509891667,86.712368935,601.9949951,198.843460400417,23,7,34
"2014-06-19",1,0.407928737546137,0.853861983599841,24.0161,9.41615,31.58967159,0.0283930745012178,NA,2.86410383088544,5.00193085346611,2.52572864430826,1.19392246847243,3.25809653802148,NA,NA,NA,2.2512917986065,0.615185639090233,32.5,5.5,7.45454545454545,0.0966575855743609,3.14137153116673,0.531616720658985,2.13782702258067,-0.517256514096281,NA,NA,NA,-0.185619616560571,-1.72139495232655,3.6144779391427,-2.29276227121842,0.093254642533544,0.0970952214947282,22.1715625,22.69,21.75,4.41638412165776,3.48706910877527,3.27829214003491,3.27733334841072,-9.94430954705638,1.98553541182341,1.6388336881513,1.54094467311021,62.9717380533333,62.02074779,874.0369873,286.98841556375,24,8,35
"2014-06-29",1,0.708675982177572,0.407928737546137,24.8403,8.32965,32.56135994,0.0445908833278752,NA,2.96010509591084,5.41610040220442,2.07944154167984,0.262364264467491,2.19722457733622,NA,NA,NA,2.07944154167984,0.741937344729377,26,6,5.5,0.0965437736993898,2.51013811618413,0.579262642196339,2.45599530629358,0,NA,NA,NA,-0.378619085191881,-1.59582141529412,3.61558108202846,-2.30054049550855,0.0924927460553671,0.0970952214947282,22.9189583333333,23.31,22.63,4.49711458941566,3.329700899112,3.18499154180204,3.17847119823785,-3.60051699025337,1.59198684811713,0.9464317164755,0.936716846330441,66.99690366625,68.005186675,471.8070068,166.35041499125,25,9,36
